_id,route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
253,21,21,21 - CORAOPOLIS,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6962,Clever
254,21,21,21 - CORAOPOLIS,Collier,Bus,2/1/2017,201702,SAT.,0.7219,Clever
255,21,21,21 - CORAOPOLIS,Collier,Bus,2/1/2017,201702,SUN.,0.6998,Clever
256,22,22,22 - MCCOY,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7284,Clever
257,22,22,22 - MCCOY,Collier,Bus,2/1/2017,201702,SAT.,0.778,Clever
258,24,24,24 - WEST PARK,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6878,Clever
259,24,24,24 - WEST PARK,Collier,Bus,2/1/2017,201702,SAT.,0.7416,Clever
260,24,24,24 - WEST PARK,Collier,Bus,2/1/2017,201702,SUN.,0.7101,Clever
261,26,26,26 - CHARTIERS,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7615,Clever
262,26,26,26 - CHARTIERS,Collier,Bus,2/1/2017,201702,SAT.,0.7566,Clever
263,26,26,26 - CHARTIERS,Collier,Bus,2/1/2017,201702,SUN.,0.8163,Clever
264,27,27,27 - FAIRYWOOD,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7496,Clever
265,27,27,27 - FAIRYWOOD,Collier,Bus,2/1/2017,201702,SAT.,0.7841,Clever
266,27,27,27 - FAIRYWOOD,Collier,Bus,2/1/2017,201702,SUN.,0.8262,Clever
267,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6609,Clever
268,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2017,201702,SAT.,0.685,Clever
269,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2/1/2017,201702,SUN.,0.7818,Clever
270,29,29,29 - ROBINSON,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6463,Clever
271,31,31,31 - BRIDGEVILLE,Collier,Bus,2/1/2017,201702,WEEKDAY,0.721,Clever
272,31,31,31 - BRIDGEVILLE,Collier,Bus,2/1/2017,201702,SAT.,0.5914,Clever
273,31,31,31 - BRIDGEVILLE,Collier,Bus,2/1/2017,201702,SUN.,0.7088,Clever
274,36,36,36 - BANKSVILLE,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6205,Clever
275,38,38,38 - GREEN TREE,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6505,Clever
276,38,38,38 - GREEN TREE,Collier,Bus,2/1/2017,201702,SAT.,0.7683,Clever
277,38,38,38 - GREEN TREE,Collier,Bus,2/1/2017,201702,SUN.,0.7067,Clever
278,39,39,39 - BROOKLINE,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7701,Clever
279,39,39,39 - BROOKLINE,Collier,Bus,2/1/2017,201702,SAT.,0.6429,Clever
280,40,40,40 - MOUNT WASHINGTON,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7795,Clever
281,40,40,40 - MOUNT WASHINGTON,Collier,Bus,2/1/2017,201702,SAT.,0.6966,Clever
282,40,40,40 - MOUNT WASHINGTON,Collier,Bus,2/1/2017,201702,SUN.,0.7338,Clever
283,41,41,41 - BOWER HILL,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7041,Clever
284,41,41,41 - BOWER HILL,Collier,Bus,2/1/2017,201702,SAT.,0.7752,Clever
285,41,41,41 - BOWER HILL,Collier,Bus,2/1/2017,201702,SUN.,0.6384,Clever
286,43,43,43 - BAILEY,Collier,Bus,2/1/2017,201702,WEEKDAY,0.6635,Clever
287,43,43,43 - BAILEY,Collier,Bus,2/1/2017,201702,SAT.,0.5398,Clever
288,43,43,43 - BAILEY,Collier,Bus,2/1/2017,201702,SUN.,0.6339,Clever
289,44,44,44 - VIA KNOXVILLE,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7623,Clever
290,44,44,44 - VIA KNOXVILLE,Collier,Bus,2/1/2017,201702,SAT.,0.7446,Clever
291,44,44,44 - VIA KNOXVILLE,Collier,Bus,2/1/2017,201702,SUN.,0.8214,Clever
292,48,48,48 - ARLINGTON,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7034,Clever
293,48,48,48 - ARLINGTON,Collier,Bus,2/1/2017,201702,SAT.,0.5431,Clever
294,48,48,48 - ARLINGTON,Collier,Bus,2/1/2017,201702,SUN.,0.7445,Clever
295,51,51,51 - CARRICK,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6874,Clever
296,51,51,51 - CARRICK,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6838,Clever
297,51,51,51 - CARRICK,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6684,Clever
298,51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6878,Clever
299,52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6085,Clever
300,53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2/1/2017,201702,SAT.,0.8008,Clever
301,53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6629,Clever
302,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2/1/2017,201702,WEEKDAY,0.6712,Clever
303,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2/1/2017,201702,SAT.,0.6508,Clever
304,54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2/1/2017,201702,SUN.,0.6387,Clever
305,55,55,55 - GLASSPORT,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.8185,Clever
306,55,55,55 - GLASSPORT,West Mifflin,Bus,2/1/2017,201702,SAT.,0.8384,Clever
307,55,55,55 - GLASSPORT,West Mifflin,Bus,2/1/2017,201702,SUN.,0.7337,Clever
308,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7255,Clever
309,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2/1/2017,201702,SAT.,0.8259,Clever
310,56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2/1/2017,201702,SUN.,0.8821,Clever
311,57,57,57 - HAZELWOOD,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7763,Clever
312,57,57,57 - HAZELWOOD,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6936,Clever
313,57,57,57 - HAZELWOOD,West Mifflin,Bus,2/1/2017,201702,SUN.,0.7152,Clever
314,58,58,58 - GREENFIELD,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6614,Clever
315,58,58,58 - GREENFIELD,East Liberty,Bus,2/1/2017,201702,SAT.,0.6047,Clever
316,58,58,58 - GREENFIELD,East Liberty,Bus,2/1/2017,201702,SUN.,0.7597,Clever
317,59,59,59 - MON VALLEY,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6945,Clever
318,59,59,59 - MON VALLEY,West Mifflin,Bus,2/1/2017,201702,SAT.,0.731,Clever
319,59,59,59 - MON VALLEY,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6714,Clever
320,60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7606,Clever
321,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6025,Clever
322,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6245,Clever
323,61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6484,Clever
324,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6429,Clever
325,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6708,Clever
326,61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6429,Clever
327,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6329,Clever
328,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6171,Clever
329,61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2/1/2017,201702,SUN.,0.627,Clever
330,61D,061D,61D - MURRAY,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6514,Clever
331,61D,061D,61D - MURRAY,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6115,Clever
332,61D,061D,61D - MURRAY,West Mifflin,Bus,2/1/2017,201702,SUN.,0.507,Clever
333,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7063,Clever
334,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2/1/2017,201702,SAT.,0.6746,Clever
335,64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2/1/2017,201702,SUN.,0.7519,Clever
336,65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7113,Clever
337,67,67,67 - MONROEVILLE,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6662,Clever
338,67,67,67 - MONROEVILLE,East Liberty,Bus,2/1/2017,201702,SAT.,0.6077,Clever
339,67,67,67 - MONROEVILLE,East Liberty,Bus,2/1/2017,201702,SUN.,0.5943,Clever
340,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7831,Clever
341,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2/1/2017,201702,SAT.,0.6765,Clever
342,68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2/1/2017,201702,SUN.,0.8705,Clever
343,69,69,69 - TRAFFORD,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6274,Clever
344,69,69,69 - TRAFFORD,East Liberty,Bus,2/1/2017,201702,SAT.,0.5833,Clever
345,69,69,69 - TRAFFORD,East Liberty,Bus,2/1/2017,201702,SUN.,0.6774,Clever
346,71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.783,Clever
347,71A,071A,71A - NEGLEY,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.5733,Clever
348,71A,071A,71A - NEGLEY,East Liberty,Bus,2/1/2017,201702,SAT.,0.6849,Clever
349,71A,071A,71A - NEGLEY,East Liberty,Bus,2/1/2017,201702,SUN.,0.6343,Clever
350,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.629,Clever
351,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2/1/2017,201702,SAT.,0.6658,Clever
352,71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2/1/2017,201702,SUN.,0.6885,Clever
353,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.5657,Clever
354,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2/1/2017,201702,SAT.,0.5541,Clever
355,71C,071C,71C - POINT BREEZE,East Liberty,Bus,2/1/2017,201702,SUN.,0.6501,Clever
356,71D,071D,71D - HAMILTON,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6185,Clever
357,71D,071D,71D - HAMILTON,East Liberty,Bus,2/1/2017,201702,SAT.,0.6825,Clever
358,71D,071D,71D - HAMILTON,East Liberty,Bus,2/1/2017,201702,SUN.,0.7067,Clever
359,74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6178,Clever
360,74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2/1/2017,201702,SAT.,0.5439,Clever
361,75,75,75 - ELLSWORTH,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7181,Clever
362,75,75,75 - ELLSWORTH,East Liberty,Bus,2/1/2017,201702,SAT.,0.6811,Clever
363,75,75,75 - ELLSWORTH,East Liberty,Bus,2/1/2017,201702,SUN.,0.7048,Clever
364,77,77,77 - PENN HILLS,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6473,Clever
365,77,77,77 - PENN HILLS,East Liberty,Bus,2/1/2017,201702,SAT.,0.4929,Clever
366,77,77,77 - PENN HILLS,East Liberty,Bus,2/1/2017,201702,SUN.,0.6457,Clever
367,78,78,78 - OAKMONT,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7752,Clever
368,79,79,79 - EAST HILLS,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6655,Clever
369,79,79,79 - EAST HILLS,East Liberty,Bus,2/1/2017,201702,SAT.,0.6952,Clever
370,79,79,79 - EAST HILLS,East Liberty,Bus,2/1/2017,201702,SUN.,0.7108,Clever
371,81,81,81 - OAK HILL,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6601,Clever
372,81,81,81 - OAK HILL,West Mifflin,Bus,2/1/2017,201702,SAT.,0.5531,Clever
373,81,81,81 - OAK HILL,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6462,Clever
374,82,82,82 - LINCOLN,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6524,Clever
375,82,82,82 - LINCOLN,East Liberty,Bus,2/1/2017,201702,SAT.,0.6278,Clever
376,82,82,82 - LINCOLN,East Liberty,Bus,2/1/2017,201702,SUN.,0.6367,Clever
377,83,83,83 - BEDFORD HILL,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.646,Clever
378,83,83,83 - BEDFORD HILL,West Mifflin,Bus,2/1/2017,201702,SAT.,0.7013,Clever
379,83,83,83 - BEDFORD HILL,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6016,Clever
380,86,86,86 - LIBERTY,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6597,Clever
381,86,86,86 - LIBERTY,East Liberty,Bus,2/1/2017,201702,SAT.,0.6206,Clever
382,86,86,86 - LIBERTY,East Liberty,Bus,2/1/2017,201702,SUN.,0.6665,Clever
383,87,87,87 - FRIENDSHIP,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7005,Clever
384,87,87,87 - FRIENDSHIP,East Liberty,Bus,2/1/2017,201702,SAT.,0.7536,Clever
385,87,87,87 - FRIENDSHIP,East Liberty,Bus,2/1/2017,201702,SUN.,0.6984,Clever
386,88,88,88 - PENN,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6479,Clever
387,88,88,88 - PENN,East Liberty,Bus,2/1/2017,201702,SAT.,0.6178,Clever
388,88,88,88 - PENN,East Liberty,Bus,2/1/2017,201702,SUN.,0.7666,Clever
389,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6922,Clever
390,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2/1/2017,201702,SAT.,0.6196,Clever
391,89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2/1/2017,201702,SUN.,0.435,Clever
392,91,91,91 - BUTLER STREET,Ross,Bus,2/1/2017,201702,WEEKDAY,0.6952,Clever
393,91,91,91 - BUTLER STREET,Ross,Bus,2/1/2017,201702,SAT.,0.6665,Clever
394,91,91,91 - BUTLER STREET,Ross,Bus,2/1/2017,201702,SUN.,0.633,Clever
395,93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7269,Clever
396,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2/1/2017,201702,WEEKDAY,0.8052,Clever
397,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2/1/2017,201702,SAT.,0.8117,Clever
398,G2,G2,G2 - WEST BUSWAY,Collier,Bus,2/1/2017,201702,SUN.,0.8188,Clever
399,G3,G3,G3 - MOON FLYER,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7688,Clever
400,G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2/1/2017,201702,WEEKDAY,0.7746,Clever
401,O1,O1,O1 - ROSS FLYER,Ross,Bus,2/1/2017,201702,WEEKDAY,0.8268,Clever
402,O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2/1/2017,201702,WEEKDAY,0.7331,Clever
403,O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2/1/2017,201702,WEEKDAY,0.6869,Clever
404,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7891,Clever
405,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2/1/2017,201702,SAT.,0.7997,Clever
406,P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2/1/2017,201702,SUN.,0.8404,Clever
407,P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.625,Clever
408,P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6483,Clever
409,P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2/1/2017,201702,WEEKDAY,0.6304,Clever
410,P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.709,Clever
411,P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.7306,Clever
412,P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.8494,Clever
413,P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.8606,Clever
414,P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6725,Clever
415,P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.691,Clever
416,P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.5825,Clever
417,P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7149,Clever
418,P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6892,Clever
419,P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6471,Clever
420,P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2/1/2017,201702,WEEKDAY,0.6339,Clever
421,Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7421,Clever
422,Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7599,Clever
423,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6934,Clever
424,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6958,Clever
425,Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2/1/2017,201702,SUN.,0.6996,Clever
426,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.6922,Clever
427,Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2/1/2017,201702,SAT.,0.7258,Clever
428,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2/1/2017,201702,WEEKDAY,0.7493,Clever
429,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2/1/2017,201702,SAT.,0.6925,Clever
430,Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2/1/2017,201702,SUN.,0.7037,Clever
431,1,1,1 - FREEPORT ROAD,Ross,Bus,3/1/2017,201703,WEEKDAY,0.6666,Clever
432,1,1,1 - FREEPORT ROAD,Ross,Bus,3/1/2017,201703,SAT.,0.649,Clever
433,1,1,1 - FREEPORT ROAD,Ross,Bus,3/1/2017,201703,SUN.,0.6,Clever
434,2,2,2 - MOUNT ROYAL,Ross,Bus,3/1/2017,201703,WEEKDAY,0.4329,Clever
435,4,4,4 - TROY HILL,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7072,Clever
436,4,4,4 - TROY HILL,Ross,Bus,3/1/2017,201703,SAT.,0.7286,Clever
437,6,6,6 - SPRING HILL,Ross,Bus,3/1/2017,201703,WEEKDAY,0.8061,Clever
438,6,6,6 - SPRING HILL,Ross,Bus,3/1/2017,201703,SAT.,0.7249,Clever
439,6,6,6 - SPRING HILL,Ross,Bus,3/1/2017,201703,SUN.,0.7903,Clever
440,7,7,7 - SPRING GARDEN,Ross,Bus,3/1/2017,201703,WEEKDAY,0.6538,Clever
441,8,8,8 - PERRYSVILLE,Ross,Bus,3/1/2017,201703,WEEKDAY,0.756,Clever
442,8,8,8 - PERRYSVILLE,Ross,Bus,3/1/2017,201703,SAT.,0.6891,Clever
443,8,8,8 - PERRYSVILLE,Ross,Bus,3/1/2017,201703,SUN.,0.7722,Clever
444,11,11,11 - FINEVIEW,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7515,Clever
445,11,11,11 - FINEVIEW,Ross,Bus,3/1/2017,201703,SAT.,0.7813,Clever
446,11,11,11 - FINEVIEW,Ross,Bus,3/1/2017,201703,SUN.,0.8596,Clever
447,12,12,12 - MCKNIGHT,Ross,Bus,3/1/2017,201703,WEEKDAY,0.6832,Clever
448,12,12,12 - MCKNIGHT,Ross,Bus,3/1/2017,201703,SAT.,0.6804,Clever
449,12,12,12 - MCKNIGHT,Ross,Bus,3/1/2017,201703,SUN.,0.6539,Clever
450,13,13,13 - BELLEVUE,Ross,Bus,3/1/2017,201703,WEEKDAY,0.6842,Clever
451,13,13,13 - BELLEVUE,Ross,Bus,3/1/2017,201703,SAT.,0.6874,Clever
452,13,13,13 - BELLEVUE,Ross,Bus,3/1/2017,201703,SUN.,0.803,Clever
453,14,14,14 - OHIO VALLEY,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7213,Clever
454,14,14,14 - OHIO VALLEY,Ross,Bus,3/1/2017,201703,SAT.,0.785,Clever
455,14,14,14 - OHIO VALLEY,Ross,Bus,3/1/2017,201703,SUN.,0.8054,Clever
456,15,15,15 - CHARLES,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7737,Clever
457,15,15,15 - CHARLES,Ross,Bus,3/1/2017,201703,SAT.,0.7217,Clever
458,15,15,15 - CHARLES,Ross,Bus,3/1/2017,201703,SUN.,0.7555,Clever
459,16,16,16 - BRIGHTON,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7316,Clever
460,16,16,16 - BRIGHTON,Ross,Bus,3/1/2017,201703,SAT.,0.7348,Clever
461,16,16,16 - BRIGHTON,Ross,Bus,3/1/2017,201703,SUN.,0.8326,Clever
462,17,17,17 - SHADELAND,Ross,Bus,3/1/2017,201703,WEEKDAY,0.6846,Clever
463,17,17,17 - SHADELAND,Ross,Bus,3/1/2017,201703,SAT.,0.6841,Clever
464,17,17,17 - SHADELAND,Ross,Bus,3/1/2017,201703,SUN.,0.6952,Clever
465,18,18,18 - MANCHESTER,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7976,Clever
466,19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,3/1/2017,201703,WEEKDAY,0.7069,Clever
467,20,20,20 - KENNEDY,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7677,Clever
468,21,21,21 - CORAOPOLIS,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6737,Clever
469,21,21,21 - CORAOPOLIS,Collier,Bus,3/1/2017,201703,SAT.,0.7205,Clever
470,21,21,21 - CORAOPOLIS,Collier,Bus,3/1/2017,201703,SUN.,0.6932,Clever
471,22,22,22 - MCCOY,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7154,Clever
472,22,22,22 - MCCOY,Collier,Bus,3/1/2017,201703,SAT.,0.7477,Clever
473,24,24,24 - WEST PARK,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6899,Clever
474,24,24,24 - WEST PARK,Collier,Bus,3/1/2017,201703,SAT.,0.7234,Clever
475,24,24,24 - WEST PARK,Collier,Bus,3/1/2017,201703,SUN.,0.7488,Clever
476,26,26,26 - CHARTIERS,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7758,Clever
477,26,26,26 - CHARTIERS,Collier,Bus,3/1/2017,201703,SAT.,0.7946,Clever
478,26,26,26 - CHARTIERS,Collier,Bus,3/1/2017,201703,SUN.,0.8421,Clever
479,27,27,27 - FAIRYWOOD,Collier,Bus,3/1/2017,201703,WEEKDAY,0.763,Clever
480,27,27,27 - FAIRYWOOD,Collier,Bus,3/1/2017,201703,SAT.,0.8074,Clever
481,27,27,27 - FAIRYWOOD,Collier,Bus,3/1/2017,201703,SUN.,0.8752,Clever
482,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,3/1/2017,201703,WEEKDAY,0.6766,Clever
483,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,3/1/2017,201703,SAT.,0.6554,Clever
484,28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,3/1/2017,201703,SUN.,0.7307,Clever
485,29,29,29 - ROBINSON,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6192,Clever
486,31,31,31 - BRIDGEVILLE,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7223,Clever
487,31,31,31 - BRIDGEVILLE,Collier,Bus,3/1/2017,201703,SAT.,0.6715,Clever
488,31,31,31 - BRIDGEVILLE,Collier,Bus,3/1/2017,201703,SUN.,0.7466,Clever
489,36,36,36 - BANKSVILLE,Collier,Bus,3/1/2017,201703,WEEKDAY,0.654,Clever
490,38,38,38 - GREEN TREE,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6482,Clever
491,38,38,38 - GREEN TREE,Collier,Bus,3/1/2017,201703,SAT.,0.7283,Clever
492,38,38,38 - GREEN TREE,Collier,Bus,3/1/2017,201703,SUN.,0.7015,Clever
493,39,39,39 - BROOKLINE,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7684,Clever
494,39,39,39 - BROOKLINE,Collier,Bus,3/1/2017,201703,SAT.,0.7319,Clever
495,40,40,40 - MOUNT WASHINGTON,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7805,Clever
496,40,40,40 - MOUNT WASHINGTON,Collier,Bus,3/1/2017,201703,SAT.,0.822,Clever
497,40,40,40 - MOUNT WASHINGTON,Collier,Bus,3/1/2017,201703,SUN.,0.7804,Clever
498,41,41,41 - BOWER HILL,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7157,Clever
499,41,41,41 - BOWER HILL,Collier,Bus,3/1/2017,201703,SAT.,0.7581,Clever
500,41,41,41 - BOWER HILL,Collier,Bus,3/1/2017,201703,SUN.,0.6597,Clever
501,43,43,43 - BAILEY,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6902,Clever
502,43,43,43 - BAILEY,Collier,Bus,3/1/2017,201703,SAT.,0.4932,Clever
503,43,43,43 - BAILEY,Collier,Bus,3/1/2017,201703,SUN.,0.6158,Clever
504,44,44,44 - VIA KNOXVILLE,Collier,Bus,3/1/2017,201703,WEEKDAY,0.7882,Clever
505,44,44,44 - VIA KNOXVILLE,Collier,Bus,3/1/2017,201703,SAT.,0.7085,Clever
506,44,44,44 - VIA KNOXVILLE,Collier,Bus,3/1/2017,201703,SUN.,0.8377,Clever
507,48,48,48 - ARLINGTON,Collier,Bus,3/1/2017,201703,WEEKDAY,0.6815,Clever
508,48,48,48 - ARLINGTON,Collier,Bus,3/1/2017,201703,SAT.,0.6178,Clever
